Index,full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,Helper Col : Max_power,Max_power helper (Median)
10181,2018 Tata Tiago 1.2 Revotron XM,₹ 4.48 Lakh,Apr 2018,1199 cc,Third Party insurance,Manual,"67,457 Kms",First Owner,Petrol,84bhp,5,23.84 kmpl,Hatchback,Delhi,0,
10182,2014 Hyundai i20 Sportz 1.2,₹ 3.80 Lakh,May 2014,1197 cc,Third Party insurance,Manual,"75,529 Kms",Second Owner,Petrol,81.83bhp,5,18.6 kmpl,Hatchback,Delhi,83,
10183,2019 Maruti Alto 800 LXI CNG,₹ 3.55 Lakh,Mar 2019,796 cc,Third Party insurance,Manual,"72,598 Kms",First Owner,CNG,47.3bhp,5,33 kmpl,Hatchback,Delhi,30,
10184,2013 Hyundai i10 Era 1.1 iTech SE,₹ 2.65 Lakh,Mar 2014,1086 cc,Third Party insurance,Manual,"49,491 Kms",First Owner,Petrol,68.05bhp,5,19.81 kmpl,Hatchback,Delhi,5,
10185,2019 Maruti Eeco 5 Seater AC,₹ 4.21 Lakh,Feb 2019,1197 cc,Comprehensive,Manual,"77,000 Kms",First Owner,Petrol,79.65bhp,5,19.71 kmpl,Cars,Delhi,65,
10186,2017 Toyota Etios Liva 1.2 VX,₹ 4.90 Lakh,Jul 2017,1197 cc,Comprehensive,Manual,"45,000 Kms",First Owner,Petrol,78.9bhp,5,17.71 kmpl,Hatchback,Delhi,90,
10187,2022 Tata Harrier XT Plus Dark Edition,₹ 19 Lakh,Aug 2022,1956 cc,Comprehensive,Manual,"15,000 Kms",First Owner,Diesel,167.67bhp,5,16.35 kmpl,SUV,Delhi,67,
10188,2014 Tata Xenon XT EX 4X2,₹ 5.99 Lakh,May 2014,2956 cc,Comprehensive,Manual,"20,000 Kms",First Owner,Diesel,138.03bhp,5,13.49 kmpl,Tata,Delhi,3,
10189,2016 Honda Brio 1.2 VX AT,₹ 5.25 Lakh,May 2016,1198 cc,Comprehensive,Automatic,"39,000 Kms",First Owner,Petrol,86.8bhp,5,16.5 kmpl,Hatchback,Delhi,80,
10190,2020 BMW X3 xDrive 30i Luxury Line,₹ 57 Lakh,Sept 2020,1998 cc,Comprehensive,Automatic,"28,960 Kms",First Owner,Petrol,248.08bhp,5,13.17 kmpl,SUV,Delhi,8,
10191,2015 Hyundai i20 Asta 1.2,₹ 5.65 Lakh,Jul 2015,1197 cc,Third Party insurance,Manual,"78,000 Kms",First Owner,Petrol,81.83bhp,5,18.6 kmpl,Hatchback,Gurgaon,83,
10192,2017 Tata Tiago 1.2 Revotron XZA,₹ 4.50 Lakh,Jun 2017,1199 cc,Comprehensive,Automatic,"65,400 Kms",First Owner,Petrol,83.83bhp,5,23.84 kmpl,Hatchback,Gurgaon,83,
10193,2016 Maruti Ciaz ZXi,₹ 6.45 Lakh,Sept 2016,1373 cc,Comprehensive,Manual,"78,000 Kms",First Owner,Petrol,91.1bhp,5,20.73 kmpl,Sedan,Gurgaon,10,
10194,2020 Kia Seltos HTK Plus G,₹ 11.95 Lakh,Jul 2020,1497 cc,Third Party insurance,Manual,"27,480 Kms",First Owner,Petrol,113.43bhp,5,16.8 kmpl,SUV,Gurgaon,43,
10195,2015 Maruti Swift VDI Optional,₹ 3.45 Lakh,Apr 2015,1248 cc,Comprehensive,Manual,"1,14,000 Kms",First Owner,Diesel,74bhp,5,25.2 kmpl,Hatchback,Delhi,0,
10196,2023 Maruti Grand Vitara Zeta CNG BSVI,₹ 16.90 Lakh,May 2023,1462 cc,Comprehensive,Manual,"13,000 Kms",First Owner,CNG,86.63bhp,5,26.6 km/kg,SUV,Delhi,63,
10197,2022 Maruti Ignis Delta BSVI,₹ 6.25 Lakh,Mar 2022,1197 cc,Comprehensive,Manual,"3,100 Kms",First Owner,Petrol,81.80bhp,5,20.89 kmpl,Hatchback,Delhi,80,
10198,2016 Toyota Corolla Altis G MT,₹ 8.50 Lakh,Jul 2016,1798 cc,Comprehensive,Manual,"71,000 Kms",First Owner,Petrol,138.03bhp,5,14.28 kmpl,Sedan,Delhi,3,
10199,2017 Tata Hexa XT,₹ 9.50 Lakh,Jul 2017,2179 cc,Comprehensive,Manual,"51,000 Kms",First Owner,Diesel,153.86bhp,7,17.6 kmpl,SUV,Delhi,86,
10200,2018 Maruti Celerio VXI CNG BSIV,₹ 4.35 Lakh,Aug 2018,998 cc,Comprehensive,Manual,"72,000 Kms",First Owner,CNG,58.33bhp,5,31.79 kmpl,Hatchback,Delhi,33,
10201,2019 Hyundai Venue SX Turbo,₹ 9.90 Lakh,Jul 2019,998 cc,Comprehensive,Manual,"11,000 Kms",First Owner,Petrol,118.35bhp,5,18.27 kmpl,SUV,Delhi,35,
10202,2022 Kia Carens Prestige Plus DCT BSVI,₹ 16.50 Lakh,Jul 2022,1482 cc,Comprehensive,Automatic,"11,000 Kms",First Owner,Petrol,157.81bhp,7,,MUV,Delhi,81,
10203,2022 Maruti Vitara Brezza ZXI Plus,₹ 10.50 Lakh,Dec 2022,1462 cc,Comprehensive,Manual,"12,000 Kms",First Owner,Petrol,103.26bhp,5,17.03 kmpl,SUV,Delhi,26,
10204,2016 Maruti Baleno Alpha,₹ 5.35 Lakh,Jul 2016,1197 cc,Comprehensive,Manual,"41,000 Kms",Second Owner,Petrol,81.80bhp,5,21.01 kmpl,Hatchback,Delhi,80,
10205,2022 Mahindra Scorpio Classic S 11 BSVI,₹ 18.50 Lakh,Jul 2022,2184 cc,Comprehensive,Manual,"11,000 Kms",First Owner,Diesel,130.07bhp,7,,SUV,Delhi,7,
10206,2021 Toyota Innova Crysta 2.7 GX 7 STR AT,₹ 20.75 Lakh,Aug 2021,2694 cc,Comprehensive,Automatic,"15,000 Kms",First Owner,Petrol,163.60bhp,7,8 kmpl,MUV,Delhi,60,
10207,2017 Toyota Innova Crysta 2.8 GX AT BSIV,₹ 15.90 Lakh,Jul 2017,2755 cc,Third Party insurance,Automatic,"33,000 Kms",First Owner,Diesel,171.5bhp,7,11.36 kmpl,MUV,Delhi,50,
10208,2015 Tata Nano XTA,₹ 2.14 Lakh,Dec 2015,624 cc,Comprehensive,Automatic,"49,000 Kms",First Owner,Petrol,37.48bhp,4,21.9 kmpl,Hatchback,Delhi,48,
10209,2022 Mahindra XUV700 AX7 AT Luxury Pack BSVI,₹ 27.51 Lakh,Jul 2022,1999 cc,Comprehensive,Automatic,"3,100 Kms",First Owner,Petrol,197.13bhp,7,,SUV,Delhi,13,
10210,2012 Maruti A-Star Vxi,₹ 2.08 Lakh,Dec 2012,998 cc,Comprehensive,Manual,"70,000 Kms",First Owner,Petrol,66.1bhp,5,19 kmpl,Hatchback,Delhi,10,
10211,2012 Maruti SX4 Green Vxi (CNG),₹ 2.69 Lakh,Oct 2012,1586 cc,Comprehensive,Manual,"90,000 Kms",First Owner,CNG,103.3bhp,5,21.4 kmpl,Sedan,Delhi,30,
10212,2017 Tata Tiago 1.2 Revotron XT,₹ 3.74 Lakh,Feb 2017,1199 cc,Third Party insurance,Manual,"76,000 Kms",First Owner,Petrol,84bhp,5,23.84 kmpl,Hatchback,Delhi,0,
10213,2015 Ford Ecosport 1.5 Ti VCT AT Titanium,₹ 4.89 Lakh,May 2015,1499 cc,Third Party insurance,Automatic,"70,000 Kms",First Owner,Petrol,110bhp,5,16.5 kmpl,SUV,Delhi,0,
10214,2015 Ford Aspire 1.2 Ti-VCT Trend,₹ 3.74 Lakh,Jun 2015,1196 cc,Comprehensive,Manual,"91,000 Kms",First Owner,Petrol,86.8bhp,5,18.16 kmpl,Sedan,Delhi,80,
10215,2016 Maruti Celerio VXI Optional,₹ 3.25 Lakh,Jun 2016,998 cc,Comprehensive,Manual,"54,000 Kms",First Owner,Petrol,67.04bhp,5,23.1 kmpl,Hatchback,Delhi,4,
10216,2016 Hyundai Creta 1.6 E Plus,₹ 7.75 Lakh,Oct 2016,1591 cc,Comprehensive,Manual,"60,000 Kms",First Owner,Petrol,121.3bhp,5,15.8 kmpl,SUV,Delhi,30,
10217,2011 Hyundai i10 Sportz AT,₹ 2 Lakh,Mar 2011,1197 cc,Comprehensive,Automatic,"63,257 Kms",First Owner,Petrol,78.9bhp,5,16.95 kmpl,Hatchback,Delhi,90,
10218,2010 Hyundai Santro Xing GLS,₹ 1.35 Lakh,Jul 2010,1086 cc,Comprehensive,Manual,"84,338 Kms",Second Owner,Petrol,62.1bhp,5,17.92 kmpl,Hatchback,Gurgaon,10,
10219,2019 Tata Tiago 1.2 Revotron XM,₹ 3.95 Lakh,Aug 2019,1199 cc,Third Party insurance,Manual,"56,450 Kms",Second Owner,Petrol,84bhp,5,23.84 kmpl,Hatchback,Gurgaon,0,
10220,2018 Maruti Wagon R VXI,₹ 3.95 Lakh,Aug 2018,998 cc,Third Party insurance,Manual,"22,793 Kms",First Owner,Petrol,67.05bhp,5,21.79 kmpl,Hatchback,Gurgaon,5,
10221,2016 Audi A4 35 TDI Premium,₹ 11.95 Lakh,Oct 2016,1968 cc,Comprehensive,Automatic,"85,000 Kms",Second Owner,Diesel,174.33bhp,5,17.11 kmpl,Sedan,Gurgaon,33,
10222,2020 Volkswagen Polo 1.0 MPI Trendline,₹ 5.30 Lakh,Aug 2020,999 cc,Third Party insurance,Manual,"75,965 Kms",First Owner,Petrol,75bhp,5,18.78 kmpl,Hatchback,Gurgaon,0,
10223,2011 Honda City 1.5 V MT,₹ 2.95 Lakh,Sept 2011,1497 cc,Third Party insurance,Manual,"1,13,287 Kms",First Owner,Petrol,"118PS at 6,600 rpm",5,17 kmpl,Sedan,Gurgaon,0,
10224,2017 Maruti SX4 S Cross DDiS 200 Alpha,₹ 6.25 Lakh,May 2017,1248 cc,Third Party insurance,Manual,"67,437 Kms",First Owner,Diesel,88.5bhp,5,23.65 kmpl,SUV,Gurgaon,50,
10225,2012 Honda City i VTEC V,₹ 3.40 Lakh,Jul 2012,1497 cc,Comprehensive,Manual,"52,543 Kms",Second Owner,Petrol,117.3bhp,5,17.8 kmpl,Sedan,Gurgaon,30,
10226,2015 Honda City i VTEC CVT VX,₹ 6.75 Lakh,Aug 2015,1497 cc,Third Party insurance,Automatic,"56,152 Kms",First Owner,Petrol,117.3bhp,5,18 kmpl,Sedan,Gurgaon,30,
10227,2021 Toyota Innova Crysta 2.4 G 7 STR,₹ 20.50 Lakh,Apr 2021,2393 cc,Zero Dep,Manual,"33,000 Kms",First Owner,Diesel,148bhp,7,12 kmpl,MUV,Delhi,0,
10228,2022 Skoda Kushaq 1.0 TSI Style AT,₹ 15.90 Lakh,Apr 2022,999 cc,Third Party insurance,Automatic,"31,000 Kms",First Owner,Petrol,113.98bhp,5,18.09 kmpl,SUV,Delhi,98,
10229,2015 Honda Jazz 1.2 VX i VTEC,₹ 5.25 Lakh,Oct 2015,1199 cc,Comprehensive,Manual,"65,000 Kms",First Owner,Petrol,88.7bhp,5,18.7 kmpl,Hatchback,Delhi,70,
10230,2018 Honda CR-V 2.0L 2WD AT,₹ 17.90 Lakh,Jun 2018,1997 cc,Third Party insurance,Automatic,"58,000 Kms",First Owner,Petrol,153.86bhp,5,13.7 kmpl,SUV,Delhi,86,
10231,2016 Honda CR-V 2.0L 2WD AT,₹ 15.75 Lakh,Jul 2016,1997 cc,Third Party insurance,Automatic,"55,000 Kms",Second Owner,Petrol,153.86bhp,5,13.7 kmpl,SUV,Delhi,86,
10232,2017 Maruti Ciaz 1.3 Zeta,₹ 6.75 Lakh,May 2017,1248 cc,Third Party insurance,Manual,"55,000 Kms",First Owner,Diesel,88.5bhp,5,28.09 kmpl,Sedan,Delhi,50,
10233,2017 Maruti Ciaz 1.4 AT Alpha,₹ 7.75 Lakh,Jul 2017,1373 cc,Third Party insurance,Automatic,"72,000 Kms",First Owner,Petrol,91.1bhp,5,19.12 kmpl,Sedan,Delhi,10,
10234,2016 BMW X5 xDrive 30d Design Pure Experience 7 Seater,₹ 37.90 Lakh,May 2016,2993 cc,Third Party insurance,Automatic,"57,000 Kms",First Owner,Diesel,258bhp,7,15.97 kmpl,SUV,Delhi,0,
10235,2018 BMW X1 xDrive 20d xLine,₹ 25.90 Lakh,May 2018,1995 cc,Third Party insurance,Automatic,"37,000 Kms",Second Owner,Diesel,190bhp,5,20.68 kmpl,SUV,Delhi,0,
10236,2014 Mercedes-Benz B Class B180 Sports,₹ 12.75 Lakh,Apr 2014,1595 cc,Third Party insurance,Automatic,"37,000 Kms",Second Owner,Petrol,120.7bhp,5,11.9 kmpl,Hatchback,Delhi,70,
10237,2017 Toyota Corolla Altis 1.8 G CVT,₹ 11.90 Lakh,Sept 2017,1798 cc,Third Party insurance,Automatic,"60,000 Kms",First Owner,Petrol,138.03bhp,5,14.28 kmpl,Sedan,Delhi,3,
10238,2018 BMW 5 Series 530d M Sport,₹ 41.90 Lakh,Aug 2018,2993 cc,Third Party insurance,Automatic,"39,000 Kms",Second Owner,Diesel,261.49bhp,5,17.42 kmpl,Sedan,Delhi,49,
10239,2022 Skoda Slavia 1.0 TSI Style,₹ 14.75 Lakh,Aug 2022,999 cc,Third Party insurance,Manual,"4,500 Kms",First Owner,Petrol,113.98bhp,5,19.47 kmpl,Sedan,Delhi,98,
10240,2019 Toyota Fortuner 2.8 2WD AT BSIV,₹ 35.50 Lakh,Feb 2019,2755 cc,Third Party insurance,Automatic,"32,000 Kms",First Owner,Diesel,174.5bhp,7,12.9 kmpl,SUV,Delhi,50,
10241,2016 Honda City i VTEC V,₹ 6.50 Lakh,Jul 2016,1497 cc,Comprehensive,Manual,"71,000 Kms",First Owner,Petrol,117.3bhp,5,17.8 kmpl,Sedan,Delhi,30,
10242,2020 Hyundai Creta E Diesel BSVI,₹ 12.50 Lakh,Dec 2020,1493 cc,Comprehensive,Manual,"19,000 Kms",First Owner,Diesel,113.98bhp,5,,SUV,Delhi,98,
10243,2021 Tata Nexon XM S BSVI,₹ 9.35 Lakh,Jul 2021,1199 cc,Comprehensive,Manual,"8,000 Kms",First Owner,Petrol,118.35bhp,5,17.33 kmpl,SUV,Delhi,35,
10244,2022 MG Astor Sharp CVT BSVI,₹ 15.75 Lakh,Apr 2022,1498 cc,Comprehensive,Automatic,"12,000 Kms",First Owner,Petrol,108.49bhp,5,14.82 kmpl,SUV,Delhi,49,
10245,2013 Maruti Wagon R CNG LXI,₹ 2.95 Lakh,Aug 2013,998 cc,Comprehensive,Manual,"60,000 Kms",First Owner,CNG,58.33bhp,5,32.52 kmpl,Hatchback,Delhi,33,
10246,2019 Tata Nexon KRAZ Plus AMT,₹ 8.50 Lakh,Sept 2019,1198 cc,Comprehensive,Automatic,"57,000 Kms",First Owner,Petrol,108.5bhp,5,17 kmpl,SUV,Delhi,50,
10247,2016 Hyundai EON LPG Era Plus,₹ 2.65 Lakh,Aug 2016,814 cc,Comprehensive,Manual,"58,000 Kms",First Owner,LPG,55.2bhp,5,21.1 kmpl,Hatchback,Delhi,20,
10248,2015 Hyundai i20 Asta 1.2,₹ 5.40 Lakh,Aug 2015,1197 cc,Comprehensive,Manual,"30,000 Kms",First Owner,Petrol,81.83bhp,5,18.6 kmpl,Hatchback,Delhi,83,
10249,2021 Hyundai Verna S Plus,₹ 11.40 Lakh,Aug 2021,1497 cc,Comprehensive,Manual,"14,800 Kms",First Owner,Petrol,113.18bhp,5,17.7 kmpl,Sedan,Delhi,18,
10250,2021 Hyundai Verna SX IVT,₹ 13.75 Lakh,Nov 2021,1497 cc,Comprehensive,Automatic,"8,000 Kms",First Owner,Petrol,113.18bhp,5,18.45 kmpl,Sedan,Delhi,18,
10251,2021 Maruti XL6 Zeta,₹ 10.90 Lakh,Sept 2021,1462 cc,Comprehensive,Manual,"21,000 Kms",First Owner,Petrol,103.2bhp,6,19.01 kmpl,MUV,Delhi,20,
10252,2019 Tata Harrier Camo XZ,₹ 14.35 Lakh,Sept 2019,1956 cc,Comprehensive,Manual,"39,000 Kms",First Owner,Diesel,167.63bhp,5,17 kmpl,SUV,Delhi,63,
10253,2021 Mahindra Scorpio S11 BSIV,₹ 16.75 Lakh,Sept 2021,2179 cc,Comprehensive,Manual,"38,000 Kms",First Owner,Diesel,140bhp,7,16.36 kmpl,SUV,Delhi,0,
10254,2022 Hyundai Creta EX BSVI,₹ 12.50 Lakh,Dec 2022,1497 cc,Comprehensive,Manual,"8,000 Kms",First Owner,Petrol,113.18bhp,5,,SUV,Delhi,18,
10255,2016 Honda City i VTEC V,₹ 6.75 Lakh,Sept 2016,1497 cc,Comprehensive,Manual,"53,000 Kms",First Owner,Petrol,117.3bhp,5,17.8 kmpl,Sedan,Delhi,30,
10256,2020 Land Rover Range Rover Velar P250 R-Dynamic HSE,₹ 80 Lakh,Jul 2020,1997 cc,Comprehensive,Automatic,"30,000 Kms",First Owner,Petrol,247bhp,5,15.8 kmpl,SUV,Delhi,0,
10257,2017 Maruti Swift Dzire AMT VXI,₹ 5.85 Lakh,Sept 2017,1197 cc,Third Party insurance,Automatic,"46,000 Kms",First Owner,Petrol,81.80bhp,5,21.21 kmpl,Sedan,Delhi,80,
10258,2010 Maruti Ritz LXI,₹ 1.85 Lakh,Jan 2010,1197 cc,Comprehensive,Manual,"70,000 Kms",First Owner,Petrol,85.80bhp,5,21.1 kmpl,Hatchback,Delhi,80,
10259,2016 Ford Ecosport 1.5 Petrol Titanium,₹ 5.65 Lakh,Oct 2016,1496 cc,Comprehensive,Manual,"74,000 Kms",First Owner,Petrol,120.69bhp,5,15.9 kmpl,SUV,Delhi,69,
10260,2016 Hyundai i20 Sportz 1.2,₹ 5.75 Lakh,Oct 2016,1197 cc,Comprehensive,Manual,"17,900 Kms",First Owner,Petrol,81.83bhp,5,18.6 kmpl,Hatchback,Gurgaon,83,
10261,2016 Hyundai Elantra 1.6 SX,₹ 7.25 Lakh,Jul 2016,1582 cc,Comprehensive,Manual,"71,000 Kms",First Owner,Diesel,126.2bhp,5,22.54 kmpl,Sedan,Delhi,20,
10262,2016 Volkswagen Polo 1.2 MPI Highline,₹ 4.90 Lakh,Jul 2016,1199 cc,Comprehensive,Manual,"42,000 Kms",First Owner,Petrol,74bhp,5,16.2 kmpl,Hatchback,Delhi,0,
10263,2020 Maruti Ertiga CNG VXI,₹ 10.90 Lakh,Aug 2020,1462 cc,Comprehensive,Manual,"34,000 Kms",First Owner,CNG,91.19bhp,7,26.08 km/kg,MUV,Delhi,19,
10264,2018 Hyundai i20 1.2 Spotz,₹ 6.20 Lakh,Dec 2018,1197 cc,Comprehensive,Manual,"46,000 Kms",First Owner,Petrol,81.83bhp,5,18.6 kmpl,Hatchback,Delhi,83,
10265,2013 Honda New Accord 2.4 A/T,₹ 6.50 Lakh,Jul 2013,2354 cc,Third Party insurance,Automatic,"68,000 Kms",Second Owner,Petrol,177.6bhp,5,11.7 kmpl,Sedan,Delhi,60,
10266,2017 Mahindra Scorpio 1.99 S4 Plus,₹ 9.75 Lakh,Jul 2017,1997 cc,Comprehensive,Manual,"31,000 Kms",First Owner,Diesel,120bhp,7,15.4 kmpl,SUV,Delhi,0,
10267,2019 Tata Tiago 1.2 Revotron XTA,₹ 5.50 Lakh,Jul 2019,1199 cc,Comprehensive,Automatic,"36,000 Kms",First Owner,Petrol,84bhp,5,23.84 kmpl,Hatchback,Delhi,0,
10268,2015 Hyundai Elantra SX AT,₹ 7.75 Lakh,Jul 2015,1797 cc,Comprehensive,Automatic,"72,000 Kms",First Owner,Petrol,147.5bhp,5,14.5 kmpl,Sedan,Delhi,50,
10269,2018 Maruti Swift VXI,₹ 5.25 Lakh,Jul 2018,1197 cc,Comprehensive,Manual,"52,000 Kms",First Owner,Petrol,81.80bhp,5,22 kmpl,Hatchback,Delhi,80,
10270,2018 Hyundai Verna VTVT 1.6 AT SX Option,₹ 9.99 Lakh,Jul 2018,1591 cc,Comprehensive,Automatic,"58,000 Kms",First Owner,Petrol,121.3bhp,5,17 kmpl,Sedan,Delhi,30,
10271,2011 Hyundai i10 Era,₹ 1.90 Lakh,Jul 2011,1086 cc,Comprehensive,Manual,"65,000 Kms",First Owner,Petrol,68.05bhp,5,19.81 kmpl,Hatchback,Delhi,5,
10272,2019 Maruti Swift AMT VXI BSIV,₹ 6.50 Lakh,Sept 2019,1197 cc,Comprehensive,Automatic,"30,000 Kms",First Owner,Petrol,81.80bhp,5,22 kmpl,Hatchback,Delhi,80,
10273,2020 Tata Tiago XZ,₹ 5.65 Lakh,Jul 2020,1199 cc,Comprehensive,Manual,"28,000 Kms",First Owner,Petrol,83.83bhp,5,23.84 kmpl,Hatchback,Delhi,83,
10274,2021 MG Hector Plus Select Diesel MT 7 STR,₹ 19.50 Lakh,Jul 2021,1956 cc,Comprehensive,Manual,"21,000 Kms",First Owner,Diesel,167.67bhp,7,16.56 kmpl,SUV,Delhi,67,
10275,2019 Hyundai Verna VTVT 1.6 SX Option,₹ 11.50 Lakh,Jul 2019,1591 cc,Comprehensive,Manual,"26,000 Kms",First Owner,Petrol,121.3bhp,5,17 kmpl,Sedan,Delhi,30,
10276,2011 Hyundai i10 Magna,₹ 2.15 Lakh,Jul 2011,1197 cc,Comprehensive,Manual,"65,000 Kms",First Owner,Petrol,78.9bhp,5,20.36 kmpl,Hatchback,Delhi,90,
10277,2012 Maruti Wagon R VXI,₹ 2.10 Lakh,Jul 2012,998 cc,Comprehensive,Manual,"65,000 Kms",First Owner,Petrol,67.05bhp,5,21.79 kmpl,Hatchback,Delhi,5,
10278,2023 Hyundai Creta EX BSVI,₹ 13.21 Lakh,May 2023,1497 cc,Comprehensive,Manual,"3,100 Kms",First Owner,Petrol,113.18bhp,5,,SUV,Delhi,18,
10279,2017 Mahindra Scorpio 1.99 S10,₹ 10.75 Lakh,Jul 2017,1997 cc,Comprehensive,Manual,"49,000 Kms",First Owner,Diesel,120bhp,7,15.4 kmpl,SUV,Gurgaon,0,
10280,2011 Hyundai i10 Sportz Option,₹ 1.85 Lakh,Nov 2011,1197 cc,Third Party,Manual,"47,000 Kms",Second Owner,Petrol,78.9bhp,5,20.36 kmpl,Hatchback,Delhi,90,
10281,2022 Tata New Safari XZ Plus 6 Str Adventure Edition BSVI,₹ 21.50 Lakh,Dec 2022,1956 cc,Comprehensive,Manual,"5,000 Kms",First Owner,Diesel,167.67bhp,6,16.14 kmpl,SUV,Delhi,67,
10282,2020 MG Hector Sharp DCT,₹ 16.25 Lakh,Jul 2020,1451 cc,Comprehensive,Automatic,"40,000 Kms",First Owner,Petrol,141bhp,5,13.96 kmpl,SUV,Delhi,0,
10283,2019 Toyota Innova Crysta 2.8 GX AT 8S BSIV,₹ 17.99 Lakh,Jul 2019,2755 cc,Comprehensive,Automatic,"54,000 Kms",First Owner,Diesel,171.5bhp,8,11.36 kmpl,MUV,Delhi,50,
10284,2021 Hyundai Venue SX Turbo,₹ 10.50 Lakh,Feb 2021,998 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,118.35bhp,5,18.27 kmpl,SUV,Delhi,35,
10285,2015 Maruti Wagon R CNG LXI BSIV,₹ 3.20 Lakh,May 2015,998 cc,Comprehensive,Manual,"76,000 Kms",First Owner,CNG,67.04bhp,5,33.54 kmpl,Hatchback,Delhi,4,
10286,2021 MG Hector Sharp AT BSIV,₹ 16.80 Lakh,Jul 2021,1451 cc,Comprehensive,Automatic,"18,000 Kms",First Owner,Petrol,141bhp,5,13.96 kmpl,SUV,Delhi,0,
10287,2022 Mahindra Thar LX 4-Str Hard Top AT BSVI,₹ 16.50 Lakh,Mar 2022,1997 cc,Comprehensive,Automatic,"24,125 Kms",First Owner,Petrol,150bhp,4,,SUV,Delhi,0,
10288,2023 Honda City ZX CVT,₹ 16.50 Lakh,Jul 2023,1498 cc,Comprehensive,Automatic,"3,500 Kms",First Owner,Petrol,119.35bhp,5,18.3 kmpl,Sedan,Delhi,35,
10289,2018 Maruti Ciaz Alpha,₹ 8.90 Lakh,Oct 2018,1462 cc,Comprehensive,Manual,"33,000 Kms",First Owner,Petrol,103.25bhp,5,20.65 kmpl,Sedan,Delhi,25,
10290,2017 Renault KWID 1.0 RXT,₹ 2.65 Lakh,May 2017,999 cc,Comprehensive,Manual,"68,000 Kms",Second Owner,Petrol,67bhp,5,23.01 kmpl,Hatchback,Delhi,0,
10291,2021 Maruti Wagon R VXI,₹ 5.75 Lakh,Jul 2021,998 cc,Comprehensive,Manual,"17,000 Kms",First Owner,Petrol,67.05bhp,5,21.79 kmpl,Hatchback,Delhi,5,
10292,2022 Maruti Celerio LXI BSVI,₹ 5.15 Lakh,Jul 2022,998 cc,Comprehensive,Manual,"5,500 Kms",First Owner,Petrol,65.71bhp,5,25.24 kmpl,Hatchback,Delhi,71,
10293,2021 Maruti Swift VXI AMT BSVI,₹ 7.50 Lakh,Jul 2021,1197 cc,Comprehensive,Automatic,"17,000 Kms",First Owner,Petrol,88.50bhp,5,22.56 kmpl,Hatchback,Delhi,50,
10294,2019 Hyundai i20 1.2 Magna Executive,₹ 5.95 Lakh,Aug 2019,1197 cc,Third Party insurance,Manual,"49,000 Kms",First Owner,Petrol,81.83bhp,5,18.6 kmpl,Hatchback,Delhi,83,
10295,2017 Maruti Vitara Brezza VDi,₹ 6.45 Lakh,Feb 2017,1248 cc,Third Party insurance,Manual,"59,000 Kms",First Owner,Diesel,88.5bhp,5,24.3 kmpl,SUV,Delhi,50,
10296,2017 Maruti Vitara Brezza VDi Option,₹ 6.65 Lakh,Feb 2017,1248 cc,Comprehensive,Manual,"47,000 Kms",First Owner,Diesel,88.5bhp,5,24.3 kmpl,SUV,Delhi,50,
10297,2021 Mahindra XUV300 W6 Sunroof BSVI,₹ 9.65 Lakh,Jul 2021,1197 cc,Third Party insurance,Manual,"12,000 Kms",First Owner,Petrol,108.6bhp,5,17 kmpl,SUV,Delhi,60,
10298,2017 Honda City i VTEC V,₹ 7.75 Lakh,May 2017,1497 cc,Comprehensive,Manual,"47,000 Kms",First Owner,Petrol,117.3bhp,5,17.8 kmpl,Sedan,Delhi,30,
10299,2016 Hyundai Verna 1.6 VTVT SX,₹ 6.49 Lakh,Feb 2016,1591 cc,Comprehensive,Manual,"52,000 Kms",First Owner,Petrol,121.3bhp,5,17.01 kmpl,Sedan,Delhi,30,
10300,2018 Hyundai Creta 1.6 VTVT AT SX Plus,₹ 11.15 Lakh,Mar 2018,1591 cc,Comprehensive,Automatic,"46,000 Kms",First Owner,Petrol,121.3bhp,5,13 kmpl,SUV,Gurgaon,30,
10301,2018 Maruti Wagon R CNG LXI,₹ 4.85 Lakh,Feb 2018,998 cc,Comprehensive,Manual,"45,000 Kms",First Owner,CNG,58.33bhp,5,32.52 kmpl,Hatchback,Gurgaon,33,
10302,2018 Hyundai Creta 1.6 SX Automatic Diesel,₹ 11.75 Lakh,Jun 2018,1582 cc,Third Party insurance,Automatic,"65,000 Kms",First Owner,Diesel,126.2bhp,5,17.6 kmpl,SUV,Gurgaon,20,
10303,2014 Ford Ecosport 1.5 DV5 MT Trend,₹ 3.95 Lakh,Feb 2014,1498 cc,Third Party insurance,Manual,"66,300 Kms",Second Owner,Diesel,89.84bhp,5,22.7 kmpl,SUV,Gurgaon,84,
10304,2017 Maruti SX4 S Cross DDiS 320 Delta,₹ 6.79 Lakh,Jan 2018,1598 cc,Third Party insurance,Manual,"55,106 Kms",First Owner,Diesel,118bhp,5,22.7 kmpl,SUV,Delhi,0,
10305,2018 Ford Ecosport 1.5 Diesel Titanium,₹ 7.50 Lakh,Mar 2018,1498 cc,Third Party insurance,Manual,"86,000 Kms",First Owner,Diesel,98.96bhp,5,21.7 kmpl,SUV,Delhi,96,
